Customer_ID,Gender,Age,Profession_Code,Work_Experience,Family_Size
7079,Female,34,49-0000,5,6
8645,Female,27,53-0000,6,2
7423,Male,42,41-4000,12,3
2957,Female,25,53-7000,2,1
10749,Female,45,27-0000,9,2
3788,Male,21,51-0000,1,5
2719,Male,30,35-0000,4,5
4585,Male,40,41-3021,9,4
4827,Female,46,49-0000,19,4
9400,Male,30,37-2000,4,3
9052,Male,25,53-7080,2,3
4703,Male,26,53-7000,1,4
3895,Male,19,25-3031,2,2
6305,Female,16,43-4171,1,1
4114,Male,18,33-9090,3,6
10367,Female,21,41-2000,5,5
3495,Female,38,25-2022,7,6
6661,Female,19,43-0000,1,0
10070,Male,42,15-1252,11,5
9498,Male,17,43-5040,4,3
7077,Male,25,41-2010,5,1
5233,Male,48,11-0000,21,5
10167,Female,33,35-3020,3,6
8632,Male,19,53-0000,1,1
10802,Male,38,43-1011,11,2
10191,Male,16,51-9061,0,2
7202,Male,35,13-1031,9,3
10581,Male,21,49-3020,2,2
4395,Male,20,37-3000,0,4
8569,Female,47,13-2000,19,3
10168,Female,36,11-9130,8,2
10277,Female,24,53-7000,1,5
7655,Female,39,13-0000,13,3
2009,Male,29,41-0000,3,0
9008,Male,23,43-3031,0,4
3933,Male,37,53-7000,11,5
4000,Male,53,11-2000,17,7
6795,Female,38,29-2010,9,4
1393,Male,29,35-1000,5,3
9755,Male,19,41-0000,3,4
2021,Male,20,43-0000,2,3
8559,Male,25,43-3070,6,2
4461,Male,32,15-0000,6,2
2454,Male,28,47-2000,3,3
10137,Female,33,47-2000,3,4
7890,Female,37,51-1011,9,1
6367,Female,26,39-0000,4,3
5787,Male,31,43-9060,5,1
4769,Male,42,29-1170,8,4
4210,Female,32,43-4061,7,5
10473,Female,25,43-5000,2,1
6543,Female,21,33-0000,0,2
6452,Male,38,13-0000,9,3
10235,Female,40,43-9000,10,1
7146,Female,39,19-0000,10,4
5595,Male,43,13-0000,20,7
1092,Male,20,53-3030,1,0
2598,Male,25,35-3031,3,4
9004,Male,45,13-2000,9,4
6551,Male,29,21-0000,3,3
9082,Female,44,29-0000,12,3
9955,Male,34,11-1021,7,5
5672,Male,39,29-1140,8,2
2993,Male,21,43-0000,0,3
8196,Male,33,43-4050,6,4
9126,Female,31,51-9060,5,1
6197,Male,24,21-1093,3,2
5743,Male,43,49-0000,12,4
7875,Female,17,51-4070,1,3
2964,Female,35,51-9010,3,3
5217,Male,27,41-2031,5,4
2908,Female,38,11-0000,12,5
8573,Female,26,47-2140,4,5
4817,Male,19,43-0000,0,1
9528,Female,43,13-0000,9,5
8954,Male,32,33-2000,7,4
5819,Female,40,33-3051,8,3
2026,Male,23,53-3050,2,1
10795,Male,26,41-1010,7,3
5478,Female,33,43-0000,4,4
10949,Male,30,53-7000,4,4
1173,Male,24,49-3021,4,1
6907,Female,17,43-6014,1,1
10308,Female,24,49-9071,2,5
7650,Male,17,37-3010,3,5
10659,Male,26,41-1010,3,0
8134,Female,19,47-2000,4,0
4840,Male,41,29-1000,10,2
8938,Male,45,17-2010,20,4
3293,Male,27,35-2010,6,6
10725,Male,33,49-0000,10,5
1771,Male,43,49-0000,11,2
7482,Male,22,41-2030,1,2
6836,Female,19,43-4000,3,1
4314,Male,26,33-0000,7,2
6734,Female,21,43-4110,3,4
8457,Female,45,47-2031,21,4
10354,Female,29,53-7060,5,5
5221,Male,16,53-0000,1,5
8594,Male,45,11-0000,7,7
